Key,System name,School name,N tested Reading,Reading: Mean Scale Score,Reading: % Did not meet the standard,Reading: % Meets the standard,Reading: % Exceeds the standard,Reading: % Met or Exceeded the standard,N tested ELA,ELA: Mean Scale Score,ELA: % Did not meet the standard,ELA: % Meets the standard,ELA: % Exceeds the standard,ELA: % Met or Exceeded the standard,N tested Math,Math: Mean Scale Score,Math: % Did not meet the standard,Math: % Meets the standard,Math: % Exceeds the standard,Math: % Met or Exceeded the standard,N tested Science,Science: Mean Scale Score,Science: % Does not meet standard,Science: % Meets the standard,Science: % Exceeds the standard,Science: % Met or Exceeded the standard,N tested Social Studies,Social Studies: Mean Scale Score,Social Studies: % Does not meet the standard,Social Studies: % Meets the standard,Social Studies: % Exceeds the standard,Social Studies: % Met or Exceeded the standard,RESA code,Congressional District
6673054,GWINNETT COUNTY,HARRIS ELEMEN,127,843.47,8.7,42.5,48.8,91.3,124,848.59,3.2,46.0,50.8,96.8,125,856.22,7.2,38.4,54.4,92.8,128,853.99,8.6,35.2,56.3,91.4,128,835.77,15.6,49.2,35.2,84.4,7,7th
6673550,GWINNETT COUNTY,CAMP CREEK EL,193,852.30,2.6,34.7,62.7,97.4,194,856.56,1.5,34.5,63.9,98.5,193,855.77,0.5,39.9,59.6,99.5,194,866.91,4.6,24.7,70.6,95.4,194,851.05,6.2,38.1,55.7,93.8,7,7th
6674056,GWINNETT COUNTY,NORCROSS ELEM,143,832.19,9.8,55.9,34.3,90.2,144,833.99,6.9,64.6,28.5,93.1,146,833.80,13.7,52.1,34.2,86.3,149,831.69,18.1,47.0,34.9,81.9,147,809.78,38.8,49.0,12.2,61.2,7,4th
6675054,GWINNETT COUNTY,LAWRENCEVILLE,116,827.22,11.2,67.2,21.6,88.8,118,832.03,9.3,65.3,25.4,90.7,115,834.95,12.2,57.4,30.4,87.8,124,818.36,29.0,48.4,22.6,71.0,124,809.16,41.1,46.8,12.1,58.9,7,7th
6675056,GWINNETT COUNTY,PEACHTREE ELE,231,836.38,3.9,61.5,34.6,96.1,229,842.18,1.7,62.9,35.4,98.3,235,852.75,4.3,39.6,56.2,95.7,242,829.59,21.1,45.9,33.1,78.9,238,827.73,16.4,59.2,24.4,83.6,7,4th
6675058,GWINNETT COUNTY,SUWANEE ELEME,113,846.17,1.8,48.7,49.6,98.2,113,852.91,0.0,45.1,54.9,100.0,113,853.97,3.5,43.4,53.1,96.5,113,853.12,6.2,38.1,55.8,93.8,113,841.39,8.0,46.0,46.0,92.0,7,7th
6675554,GWINNETT COUNTY,LILBURN ELEME,202,829.17,7.9,65.8,26.2,92.1,201,835.82,6.0,64.7,29.4,94.0,193,839.16,11.4,51.3,37.3,88.6,212,826.03,26.4,42.9,30.7,73.6,211,816.54,30.8,52.1,17.1,69.2,7,13th
6680101,HABERSHAM COUNTY,CORNELIA ELEM,84,824.21,14.3,57.1,28.6,85.7,81,828.02,13.6,60.5,25.9,86.4,81,845.36,11.1,42.0,46.9,88.9,87,816.11,41.4,27.6,31.0,58.6,87,820.45,31.0,48.3,20.7,69.0,14,10th
6680105,HABERSHAM COUNTY,LEVEL GROVE E,83,828.71,13.3,60.2,26.5,86.7,85,834.42,7.1,64.7,28.2,92.9,84,837.37,11.9,46.4,41.7,88.1,86,823.22,26.7,43.0,30.2,73.3,86,807.65,37.2,58.1,4.7,62.8,14,10th
6680189,HABERSHAM COUNTY,CLARKESVILLE,88,834.11,10.2,58.0,31.8,89.8,87,840.36,6.9,57.5,35.6,93.1,85,858.75,3.5,37.6,58.8,96.5,93,837.29,20.4,40.9,38.7,79.6,93,835.61,20.4,44.1,35.5,79.6,14,10th
6680201,HABERSHAM COUNTY,DEMOREST ELEM,87,829.66,8.0,65.5,26.4,92.0,85,834.27,7.1,63.5,29.4,92.9,82,844.76,11.0,42.7,46.3,89.0,91,843.01,15.4,41.8,42.9,84.6,91,825.70,22.0,48.4,29.7,78.0,14,10th
6681050,HABERSHAM COUNTY,BALDWIN ELEME,58,816.14,22.4,62.1,15.5,77.6,60,827.50,11.7,70.0,18.3,88.3,58,810.91,37.9,44.8,17.2,62.1,64,799.66,62.5,28.1,9.4,37.5,63,789.17,74.6,25.4,0.0,25.4,14,10th
6683054,HABERSHAM COUNTY,WOODVILLE ELE,46,837.70,6.5,54.3,39.1,93.5,45,839.71,2.2,64.4,33.3,97.8,46,840.37,4.3,56.5,39.1,95.7,46,849.39,10.9,37.0,52.2,89.1,46,834.33,13.0,54.3,32.6,87.0,14,10th
6685050,HABERSHAM COUNTY,FAIRVIEW ELEM,69,838.13,5.8,59.4,34.8,94.2,67,841.64,6.0,59.7,34.3,94.0,68,826.68,17.6,60.3,22.1,82.4,72,833.51,16.7,44.4,38.9,83.3,72,817.79,27.8,55.6,16.7,72.2,14,10th
6685052,HABERSHAM COUNTY,HAZEL GROVE E,32,838.00,3.1,56.3,40.6,96.9,31,854.84,0.0,45.2,54.8,100.0,32,856.28,6.3,25.0,68.8,93.8,33,844.45,15.2,27.3,57.6,84.8,33,817.36,21.2,66.7,12.1,78.8,14,10th
6690101,HALL COUNTY,MARTIN ELEMEN,114,827.67,18.4,50.0,31.6,81.6,113,833.57,13.3,57.5,29.2,86.7,108,837.19,14.8,43.5,41.7,85.2,116,822.51,25.9,45.7,28.4,74.1,116,809.41,40.5,48.3,11.2,59.5,14,9th
6690103,HALL COUNTY,SUGAR HILL EL,109,823.01,13.8,70.6,15.6,86.2,108,824.73,11.1,71.3,17.6,88.9,108,828.59,14.8,58.3,26.9,85.2,110,805.36,45.5,40.9,13.6,54.5,108,794.88,63.9,33.3,2.8,36.1,14,9th
6690106,HALL COUNTY,CHICOPEE ELEM,132,813.95,25.0,67.4,7.6,75.0,131,817.50,24.4,63.4,12.2,75.6,133,817.56,32.3,47.4,20.3,67.7,134,784.16,67.9,29.1,3.0,32.1,133,784.69,81.2,18.8,0.0,18.8,14,9th
6690110,HALL COUNTY,WORLD LANGUAG,51,852.27,7.8,21.6,70.6,92.2,52,857.71,0.0,38.5,61.5,100.0,50,847.48,8.0,36.0,56.0,92.0,52,842.23,15.4,34.6,50.0,84.6,52,837.27,15.4,44.2,40.4,84.6,14,9th
6690176,HALL COUNTY,MYERS ELEMENT,120,820.53,15.0,73.3,11.7,85.0,120,827.15,10.0,71.7,18.3,90.0,121,822.21,15.7,69.4,14.9,84.3,122,808.61,41.8,41.8,16.4,58.2,121,798.13,60.3,36.4,3.3,39.7,14,9th
6690192,HALL COUNTY,SPOUT SPRINGS,142,841.46,5.6,51.4,43.0,94.4,142,840.63,4.9,53.5,41.5,95.1,142,840.89,10.6,47.9,41.5,89.4,143,837.34,18.9,30.1,51.0,81.1,143,815.51,27.3,60.8,11.9,72.7,14,9th
6690194,HALL COUNTY,MOUNT VERNON,134,847.07,1.5,44.0,54.5,98.5,133,844.94,2.3,51.9,45.9,97.7,130,859.65,6.2,33.8,60.0,93.8,135,845.84,11.1,41.5,47.4,88.9,135,832.61,14.8,52.6,32.6,85.2,14,9th
6690196,HALL COUNTY,FRIENDSHIP EL,126,844.73,1.6,58.7,39.7,98.4,125,849.13,1.6,43.2,55.2,98.4,126,845.70,3.2,54.0,42.9,96.8,126,854.56,6.3,29.4,64.3,93.7,126,847.58,6.3,40.5,53.2,93.7,14,9th
6690276,HALL COUNTY,WAUKA MOUNTAI,98,841.68,4.1,51.0,44.9,95.9,99,844.71,6.1,50.5,43.4,93.9,98,854.36,4.1,39.8,56.1,95.9,99,840.41,16.2,37.4,46.5,83.8,99,824.35,18.2,62.6,19.2,81.8,14,9th
6691058,HALL COUNTY,WHITE SULPHUR,75,824.91,12.0,64.0,24.0,88.0,75,834.15,2.7,68.0,29.3,97.3,72,825.15,22.2,44.4,33.3,77.8,75,808.91,41.3,38.7,20.0,58.7,75,803.83,50.7,44.0,5.3,49.3,14,9th
6692052,HALL COUNTY,FLOWERY BRANC,122,834.67,9.8,56.6,33.6,90.2,120,839.57,8.3,52.5,39.2,91.7,118,839.80,11.9,43.2,44.9,88.1,122,834.70,18.9,37.7,43.4,81.1,122,819.26,30.3,50.8,18.9,69.7,14,9th
6692056,HALL COUNTY,OAKWOOD ELEME,90,831.98,11.1,60.0,28.9,88.9,90,832.97,13.3,57.8,28.9,86.7,88,817.38,27.3,50.0,22.7,72.7,91,814.14,31.9,48.4,19.8,68.1,92,805.54,44.6,48.9,6.5,55.4,14,9th
6693054,HALL COUNTY,LANIER ELEMEN,121,833.99,6.6,62.8,30.6,93.4,120,839.78,5.8,57.5,36.7,94.2,119,846.17,7.6,49.6,42.9,92.4,123,829.39,25.2,42.3,32.5,74.8,123,821.02,24.4,56.1,19.5,75.6,14,9th
6693056,HALL COUNTY,RIVERBEND ELE,61,830.85,1.6,72.1,26.2,98.4,61,827.26,9.8,78.7,11.5,90.2,60,827.85,15.0,55.0,30.0,85.0,61,812.75,31.1,50.8,18.0,68.9,61,806.67,50.8,37.7,11.5,49.2,14,9th
6694050,HALL COUNTY,CHESTNUT MOUN,105,835.18,8.6,54.3,37.1,91.4,98,840.97,6.1,57.1,36.7,93.9,99,847.59,7.1,41.4,51.5,92.9,107,820.90,26.2,46.7,27.1,73.8,107,816.39,26.2,58.9,15.0,73.8,14,9th
6694054,HALL COUNTY,LULA ELEMENTA,82,833.40,9.8,58.5,31.7,90.2,82,834.49,8.5,56.1,35.4,91.5,82,841.50,15.9,35.4,48.8,84.1,83,811.12,44.6,31.3,24.1,55.4,83,805.28,47.0,45.8,7.2,53.0,14,9th
6694056,HALL COUNTY,SARDIS ELEMEN,118,830.44,8.5,62.7,28.8,91.5,117,832.99,6.0,68.4,25.6,94.0,118,816.51,32.2,43.2,24.6,67.8,116,826.32,24.1,42.2,33.6,75.9,115,822.94,23.5,54.8,21.7,76.5,14,9th
6695052,HALL COUNTY,LYMAN HALL,120,814.75,20.0,74.2,5.8,80.0,120,821.47,14.2,73.3,12.5,85.8,123,818.69,25.2,57.7,17.1,74.8,123,783.94,71.5,26.8,1.6,28.5,120,788.58,77.5,22.5,0.0,22.5,14,9th
6695054,HALL COUNTY,MCEVER ELEMEN,69,818.23,24.6,62.3,13.0,75.4,70,826.41,14.3,67.1,18.6,85.7,69,812.88,33.3,52.2,14.5,66.7,71,803.41,50.7,35.2,14.1,49.3,71,804.00,52.1,42.3,5.6,47.9,14,9th
6695056,HALL COUNTY,TADMORE ELEME,73,820.75,13.7,72.6,13.7,86.3,73,821.86,13.7,69.9,16.4,86.3,73,819.26,30.1,45.2,24.7,69.9,74,799.00,54.1,31.1,14.9,45.9,74,798.15,60.8,32.4,6.8,39.2,14,9th
6700188,HANCOCK COUNTY,LEWIS ELEMENT,70,815.20,20.0,71.4,8.6,80.0,70,822.59,18.6,67.1,14.3,81.4,69,799.41,44.9,47.8,7.2,55.1,70,805.64,41.4,44.3,14.3,58.6,70,815.40,35.7,47.1,17.1,64.3,12,12th
6710178,HARALSON COUNTY,BUCHANAN ELEM,121,833.40,8.3,58.7,33.1,91.7,119,838.76,6.7,57.1,36.1,93.3,118,854.03,11.0,31.4,57.6,89.0,127,830.08,26.8,40.2,33.1,73.2,126,822.30,27.0,51.6,21.4,73.0,11,11th
6714050,HARALSON COUNTY,WEST HARALSON,133,828.30,10.5,62.4,27.1,89.5,132,830.11,11.4,63.6,25.0,88.6,132,827.38,18.9,54.5,26.5,81.1,139,824.57,25.9,44.6,29.5,74.1,139,823.13,25.2,53.2,21.6,74.8,11,11th
6720110,HARRIS COUNTY,CREEKSIDE SCH,387,844.26,3.1,48.8,48.1,96.9,387,850.75,2.3,44.4,53.2,97.7,386,854.08,4.4,38.6,57.0,95.6,391,838.49,14.6,42.5,43.0,85.4,391,826.31,19.7,57.3,23.0,80.3,16,3rd
6730102,HART COUNTY,NORTH HART EL,121,839.46,6.6,53.7,39.7,93.4,123,838.19,7.3,61.0,31.7,92.7,122,839.34,9.0,48.4,42.6,91.0,123,835.28,19.5,43.1,37.4,80.5,123,819.09,22.8,60.2,17.1,77.2,14,10th
6730202,HART COUNTY,SOUTH HART EL,89,826.21,9.0,67.4,23.6,91.0,90,831.46,7.8,64.4,27.8,92.2,86,839.06,11.6,47.7,40.7,88.4,90,829.09,23.3,47.8,28.9,76.7,90,817.67,32.2,48.9,18.9,67.8,14,10th
6735050,HART COUNTY,HARTWELL ELEM,68,818.10,27.9,54.4,17.6,72.1,70,822.86,20.0,60.0,20.0,80.0,70,820.13,28.6,48.6,22.9,71.4,70,815.59,41.4,28.6,30.0,58.6,70,823.49,34.3,38.6,27.1,65.7,14,10th
6740106,HEARD COUNTY,HEARD ELEMENT,92,829.04,10.9,65.2,23.9,89.1,93,838.26,8.6,58.1,33.3,91.4,91,824.79,22.0,59.3,18.7,78.0,98,838.50,18.4,40.8,40.8,81.6,98,823.49,23.5,50.0,26.5,76.5,16,3rd
6741050,HEARD COUNTY,CENTRALHATCHE,29,839.90,0.0,65.5,34.5,100.0,29,842.59,3.4,65.5,31.0,96.6,29,870.97,3.4,17.2,79.3,96.6,29,848.72,10.3,37.9,51.7,89.7,29,838.79,6.9,51.7,41.4,93.1,16,3rd
6742050,HEARD COUNTY,EPHESUS ELEME,33,841.00,18.2,33.3,48.5,81.8,33,846.45,9.1,42.4,48.5,90.9,33,838.55,21.2,30.3,48.5,78.8,33,864.45,9.1,15.2,75.8,90.9,33,833.91,15.2,39.4,45.5,84.8,16,3rd
6750100,HENRY COUNTY,OLA ELEMENTAR,153,840.75,3.3,54.9,41.8,96.7,155,841.60,1.3,58.7,40.0,98.7,145,866.21,2.8,30.3,66.9,97.2,158,839.33,11.4,45.6,43.0,88.6,158,825.48,20.9,57.6,21.5,79.1,5,3rd
6750106,HENRY COUNTY,LUELLA ELEMEN,122,834.99,5.7,55.7,38.5,94.3,121,840.60,4.1,62.0,33.9,95.9,118,842.72,11.0,45.8,43.2,89.0,129,834.11,19.4,40.3,40.3,80.6,128,820.70,23.4,56.3,20.3,76.6,5,3rd
6750107,HENRY COUNTY,DUTCHTOWN ELE,104,836.73,5.8,57.7,36.5,94.2,102,840.70,4.9,59.8,35.3,95.1,103,831.00,16.5,48.5,35.0,83.5,106,839.08,16.0,43.4,40.6,84.0,106,826.39,18.9,58.5,22.6,81.1,5,13th
6750108,HENRY COUNTY,WOODLAND ELEM,109,836.65,3.7,59.6,36.7,96.3,106,843.16,0.9,63.2,35.8,99.1,105,848.20,2.9,52.4,44.8,97.1,111,842.38,10.8,46.8,42.3,89.2,111,827.70,13.5,63.1,23.4,86.5,5,13th
6750191,HENRY COUNTY,COTTON INDIAN,108,833.34,6.5,63.0,30.6,93.5,107,835.00,4.7,70.1,25.2,95.3,104,829.03,7.7,68.3,24.0,92.3,109,824.84,19.3,52.3,28.4,80.7,109,814.37,27.5,63.3,9.2,72.5,5,3rd
6750194,HENRY COUNTY,WESLEY LAKES,110,832.89,6.4,64.5,29.1,93.6,110,834.75,6.4,64.5,29.1,93.6,108,828.29,13.9,59.3,26.9,86.1,116,822.64,20.7,56.9,22.4,79.3,116,818.21,25.0,61.2,13.8,75.0,5,3rd
6750196,HENRY COUNTY,PATE S CREEK,101,840.40,4.0,56.4,39.6,96.0,103,842.83,5.8,53.4,40.8,94.2,103,854.70,8.7,35.9,55.3,91.3,110,831.22,23.6,37.3,39.1,76.4,109,829.61,21.1,47.7,31.2,78.9,5,13th
6750197,HENRY COUNTY,PLEASANT GROV,100,842.23,7.0,49.0,44.0,93.0,100,842.95,6.0,51.0,43.0,94.0,99,841.80,8.1,50.5,41.4,91.9,103,839.17,12.6,40.8,46.6,87.4,104,825.25,18.3,59.6,22.1,81.7,5,3rd
6750200,HENRY COUNTY,MOUNT CARMEL,109,838.35,4.6,59.6,35.8,95.4,107,833.54,3.7,74.8,21.5,96.3,104,838.20,13.5,47.1,39.4,86.5,110,829.00,18.2,53.6,28.2,81.8,109,826.50,17.4,58.7,23.9,82.6,5,3rd
6750203,HENRY COUNTY,EAST LAKE ELE,132,840.92,3.0,59.1,37.9,97.0,133,842.62,5.3,55.6,39.1,94.7,131,838.56,6.1,55.7,38.2,93.9,135,855.10,7.4,30.4,62.2,92.6,134,826.23,17.9,54.5,27.6,82.1,5,3rd
6750207,HENRY COUNTY,TIMBER RIDGE,125,848.46,1.6,46.4,52.0,98.4,125,844.94,4.0,51.2,44.8,96.0,121,846.21,5.8,43.0,51.2,94.2,128,839.01,17.2,39.8,43.0,82.8,128,826.00,14.8,67.2,18.0,85.2,5,3rd
6750208,HENRY COUNTY,WALNUT CREEK,81,840.14,4.9,53.1,42.0,95.1,83,841.14,3.6,55.4,41.0,96.4,80,826.84,22.5,51.3,26.3,77.5,85,826.12,23.5,49.4,27.1,76.5,85,822.67,22.4,55.3,22.4,77.6,5,3rd
6750209,HENRY COUNTY,BETHLEHEM ELE,89,838.47,5.6,55.1,39.3,94.4,87,837.36,4.6,66.7,28.7,95.4,85,844.88,4.7,43.5,51.8,95.3,90,835.31,15.6,42.2,42.2,84.4,90,832.94,8.9,56.7,34.4,91.1,5,3rd
6750211,HENRY COUNTY,ROCKY CREEK E,109,834.06,7.3,58.7,33.9,92.7,110,841.05,4.5,57.3,38.2,95.5,107,832.51,8.4,59.8,31.8,91.6,117,824.57,20.5,49.6,29.9,79.5,117,820.79,19.7,67.5,12.8,80.3,5,3rd
6750291,HENRY COUNTY,OAKLAND ELEME,103,830.04,9.7,65.0,25.2,90.3,104,829.21,9.6,76.9,13.5,90.4,103,816.35,30.1,52.4,17.5,69.9,111,816.91,29.7,55.9,14.4,70.3,111,809.59,34.2,56.8,9.0,65.8,5,3rd
6750294,HENRY COUNTY,AUSTIN ROAD E,109,832.38,4.6,66.1,29.4,95.4,111,833.97,7.2,64.0,28.8,92.8,111,818.99,25.2,57.7,17.1,74.8,114,820.76,24.6,51.8,23.7,75.4,114,813.15,33.3,53.5,13.2,66.7,5,3rd
6750297,HENRY COUNTY,HICKORY FLAT,99,832.92,7.1,64.6,28.3,92.9,98,837.51,4.1,65.3,30.6,95.9,96,843.26,4.2,52.1,43.8,95.8,100,817.19,27.0,54.0,19.0,73.0,99,816.55,27.3,57.6,15.2,72.7,5,3rd
6750303,HENRY COUNTY,UNITY GROVE E,145,836.21,5.5,59.3,35.2,94.5,142,835.01,7.0,64.8,28.2,93.0,141,821.01,20.6,58.9,20.6,79.4,149,825.36,23.5,44.3,32.2,76.5,148,817.34,27.7,56.1,16.2,72.3,5,3rd
6750403,HENRY COUNTY,RED OAK ELEME,152,836.20,5.9,62.5,31.6,94.1,152,836.32,4.6,66.4,28.9,95.4,152,835.13,13.8,53.9,32.2,86.2,154,826.97,25.3,46.8,27.9,74.7,154,813.01,36.4,52.6,11.0,63.6,5,13th
6750407,HENRY COUNTY,NEW HOPE ELEM,119,841.01,2.5,56.3,41.2,97.5,117,843.99,6.0,47.9,46.2,94.0,117,836.48,11.1,50.4,38.5,88.9,123,836.78,13.0,43.9,43.1,87.0,123,819.33,24.4,58.5,17.1,75.6,5,3rd
6750409,HENRY COUNTY,TUSSAHAW ELEM,105,827.42,15.2,58.1,26.7,84.8,106,832.09,14.2,60.4,25.5,85.8,97,821.99,19.6,57.7,22.7,80.4,109,810.24,37.6,44.0,18.3,62.4,109,806.53,42.2,49.5,8.3,57.8,5,3rd
6750503,HENRY COUNTY,FLIPPEN ELEME,109,841.18,3.7,49.5,46.8,96.3,111,844.42,1.8,55.9,42.3,98.2,106,841.82,10.4,46.2,43.4,89.6,114,839.30,17.5,36.0,46.5,82.5,114,826.09,21.9,50.0,28.1,78.1,5,3rd
6750509,HENRY COUNTY,ROCK SPRING E,108,847.93,0.9,50.0,49.1,99.1,106,843.61,0.0,57.5,42.5,100.0,107,851.50,3.7,41.1,55.1,96.3,111,843.65,11.7,39.6,48.6,88.3,110,828.02,16.4,53.6,30.0,83.6,5,3rd
6750803,HENRY COUNTY,MCDONOUGH ELE,74,834.59,6.8,59.5,33.8,93.2,75,837.19,4.0,68.0,28.0,96.0,73,840.73,12.3,49.3,38.4,87.7,83,818.43,28.9,48.2,22.9,71.1,83,818.35,27.7,50.6,21.7,72.3,5,3rd
6751050,HENRY COUNTY,FAIRVIEW ELEM,113,835.77,4.4,61.1,34.5,95.6,111,839.82,4.5,60.4,35.1,95.5,110,838.32,10.0,52.7,37.3,90.0,116,824.15,23.3,50.9,25.9,76.7,116,819.37,26.7,56.9,16.4,73.3,5,13th
6752050,HENRY COUNTY,HAMPTON ELEME,68,830.88,10.3,61.8,27.9,89.7,67,834.63,4.5,64.2,31.3,95.5,65,850.18,6.2,38.5,55.4,93.8,67,824.60,25.4,44.8,29.9,74.6,67,822.57,19.4,64.2,16.4,80.6,5,3rd
6752552,HENRY COUNTY,SMITH BARNES,142,834.73,7.7,56.3,35.9,92.3,143,836.70,3.5,66.4,30.1,96.5,140,833.39,17.9,43.6,38.6,82.1,145,827.41,21.4,46.9,31.7,78.6,145,826.72,20.7,54.5,24.8,79.3,5,13th
6755050,HENRY COUNTY,LOCUST ELEMEN,72,827.31,9.7,63.9,26.4,90.3,72,828.49,8.3,75.0,16.7,91.7,72,828.38,16.7,51.4,31.9,83.3,74,812.81,33.8,45.9,20.3,66.2,74,803.85,43.2,51.4,5.4,56.8,5,3rd
6760100,HOUSTON COUNTY,EAGLE SPRINGS,127,840.76,3.9,54.3,41.7,96.1,127,837.48,2.4,73.2,24.4,97.6,127,856.70,2.4,38.6,59.1,97.6,128,841.19,12.5,45.3,42.2,87.5,128,818.91,24.2,58.6,17.2,75.8,8,8th
6760102,HOUSTON COUNTY,LINWOOD ELEME,64,842.36,10.9,42.2,46.9,89.1,64,848.23,6.3,43.8,50.0,93.8,65,868.69,3.1,33.8,63.1,96.9,66,838.26,15.2,43.9,40.9,84.8,65,831.03,18.5,44.6,36.9,81.5,8,8th
6760175,HOUSTON COUNTY,PEARL STEPHEN,52,820.52,21.2,55.8,23.1,78.8,52,825.60,15.4,65.4,19.2,84.6,52,832.44,13.5,53.8,32.7,86.5,52,806.52,55.8,23.1,21.2,44.2,52,800.04,57.7,34.6,7.7,42.3,8,8th
6760191,HOUSTON COUNTY,NORTHSIDE ELE,66,836.45,4.5,62.1,33.3,95.5,70,843.73,5.7,51.4,42.9,94.3,70,847.60,8.6,38.6,52.9,91.4,71,829.44,14.1,60.6,25.4,85.9,71,822.46,14.1,64.8,21.1,85.9,8,8th
6760194,HOUSTON COUNTY,PERDUE ELEMEN,196,840.61,7.1,43.4,49.5,92.9,196,841.74,5.1,60.2,34.7,94.9,196,855.11,5.6,35.2,59.2,94.4,198,835.53,18.2,40.4,41.4,81.8,198,830.67,17.7,48.0,34.3,82.3,8,8th
6760195,HOUSTON COUNTY,QUAIL RUN ELE,118,849.58,0.0,44.1,55.9,100.0,118,852.31,1.7,44.1,54.2,98.3,118,867.31,1.7,25.4,72.9,98.3,119,857.03,5.9,31.1,63.0,94.1,118,849.03,3.4,45.8,50.8,96.6,8,8th
6760199,HOUSTON COUNTY,MATTHEW ARTHU,120,844.51,2.5,48.3,49.2,97.5,118,850.90,0.8,44.9,54.2,99.2,117,855.78,3.4,40.2,56.4,96.6,120,847.86,10.8,37.5,51.7,89.2,120,828.01,17.5,60.0,22.5,82.5,8,8th
6760208,HOUSTON COUNTY,LAKE JOY ELEM,183,846.52,3.3,43.2,53.6,96.7,182,850.68,1.6,42.9,55.5,98.4,184,867.53,2.2,21.2,76.6,97.8,188,848.51,11.2,34.0,54.8,88.8,187,840.76,10.2,49.2,40.6,89.8,8,8th
6760309,HOUSTON COUNTY,HILLTOP ELEME,95,837.44,3.2,60.0,36.8,96.8,93,845.72,4.3,50.5,45.2,95.7,92,854.65,5.4,40.2,54.3,94.6,95,848.19,9.5,37.9,52.6,90.5,95,830.78,13.7,54.7,31.6,86.3,8,8th
6761050,HOUSTON COUNTY,BONAIRE ELEME,145,847.35,3.4,40.7,55.9,96.6,144,851.18,0.7,45.1,54.2,99.3,145,864.29,1.4,26.2,72.4,98.6,147,860.72,5.4,29.3,65.3,94.6,147,840.37,10.2,45.6,44.2,89.8,8,8th
6762050,HOUSTON COUNTY,CENTERVILLE E,89,839.78,5.6,50.6,43.8,94.4,89,839.08,2.2,62.9,34.8,97.8,89,860.48,5.6,29.2,65.2,94.4,89,854.66,5.6,36.0,58.4,94.4,89,844.15,11.2,44.9,43.8,88.8,8,8th
6762054,HOUSTON COUNTY,MORNINGSIDE E,108,831.36,6.5,65.7,27.8,93.5,106,835.99,2.8,70.8,26.4,97.2,106,845.83,8.5,45.3,46.2,91.5,109,826.27,21.1,55.0,23.9,78.9,109,822.03,19.3,63.3,17.4,80.7,8,8th
6762058,HOUSTON COUNTY,WESTSIDE ELEM,75,823.47,17.3,60.0,22.7,82.7,76,830.83,7.9,64.5,27.6,92.1,76,819.51,27.6,51.3,21.1,72.4,79,809.85,40.5,43.0,16.5,59.5,79,808.54,40.5,46.8,12.7,59.5,8,8th
6763052,HOUSTON COUNTY,PARKWOOD ELEM,73,829.64,11.0,61.6,27.4,89.0,73,832.04,9.6,60.3,30.1,90.4,72,844.11,9.7,45.8,44.4,90.3,74,825.42,18.9,47.3,33.8,81.1,74,822.45,23.0,50.0,27.0,77.0,8,8th
6763056,HOUSTON COUNTY,TUCKER ELEMEN,103,832.80,10.7,56.3,33.0,89.3,103,834.78,6.8,65.0,28.2,93.2,103,837.63,12.6,47.6,39.8,87.4,104,825.83,25.0,48.1,26.9,75.0,104,816.57,34.6,50.0,15.4,65.4,8,8th
6763550,HOUSTON COUNTY,KINGS CHAPEL,79,844.24,1.3,51.9,46.8,98.7,78,841.79,0.0,53.8,46.2,100.0,77,838.83,11.7,53.2,35.1,88.3,79,827.84,17.7,48.1,34.2,82.3,79,825.03,16.5,67.1,16.5,83.5,8,8th
6764050,HOUSTON COUNTY,LINDSEY ELEME,44,818.66,18.2,65.9,15.9,81.8,43,829.21,14.0,62.8,23.3,86.0,43,842.98,9.3,44.2,46.5,90.7,47,806.00,40.4,48.9,10.6,59.6,47,800.26,53.2,46.8,0.0,46.8,8,8th
6764054,HOUSTON COUNTY,RUSSELL ELEME,100,833.08,8.0,57.0,35.0,92.0,99,840.12,3.0,59.6,37.4,97.0,100,839.48,7.0,54.0,39.0,93.0,99,833.09,20.2,42.4,37.4,79.8,99,819.81,31.3,46.5,22.2,68.7,8,8th
6765050,HOUSTON COUNTY,MILLER ELEMEN,86,829.44,1.2,79.1,19.8,98.8,86,831.95,3.5,79.1,17.4,96.5,86,846.13,7.0,45.3,47.7,93.0,88,823.70,29.5,44.3,26.1,70.5,88,814.19,29.5,58.0,12.5,70.5,8,8th
6765054,HOUSTON COUNTY,SHIRLEY HILLS,92,838.47,3.3,57.6,39.1,96.7,90,847.00,0.0,55.6,44.4,100.0,89,852.51,5.6,34.8,59.6,94.4,94,841.62,13.8,37.2,48.9,86.2,94,822.07,25.5,52.1,22.3,74.5,8,8th
6770188,IRWIN COUNTY,IRWIN CO ELEM,115,832.88,12.2,52.2,35.7,87.8,116,842.78,3.4,52.6,44.0,96.6,113,837.64,12.4,49.6,38.1,87.6,117,827.63,26.5,38.5,35.0,73.5,117,820.09,23.1,56.4,20.5,76.9,3,8th
6780101,JACKSON COUNTY,W JACKSON INT,117,840.38,1.7,54.7,43.6,98.3,116,846.35,0.0,54.3,45.7,100.0,115,851.98,2.6,48.7,48.7,97.4,118,854.69,5.1,34.7,60.2,94.9,118,838.73,10.2,48.3,41.5,89.8,10,10th
6780104,JACKSON COUNTY,EAST JACK ELE,69,845.43,1.4,49.3,49.3,98.6,66,849.42,1.5,43.9,54.5,98.5,66,867.80,4.5,21.2,74.2,95.5,70,853.50,11.4,34.3,54.3,88.6,70,843.90,12.9,37.1,50.0,87.1,10,10th
